tweet_id,favorite_count,retweet_count
735274964362878976,13914,5574
735256018284875776,3596,968
735137028879360001,3348,1056
734912297295085568,2922,564
734787690684657664,13438,6899
734776360183431168,2682,591
734559631394082816,1601,433
733828123016450049,3845,853
733822306246479872,3927,1104
733482008106668032,3360,1040
733460102733135873,4497,1406
733109485275860992,45440,17352
732732193018155009,2607,586
732726085725589504,3773,967
732585889486888962,3941,847
732375214819057664,8633,2752
732005617171337216,15969,5976
731285275100512256,3728,1074
731156023742988288,4094,1391
730924654643314689,6549,2169
730573383004487680,5267,2361
730427201120833536,3708,1141
730211855403241472,4093,1148
730196704625098752,5220,2114
729854734790754305,4297,1221
729838605770891264,1819,418
729823566028484608,4264,1358
729463711119904772,6211,2518
729113531270991872,2017,360
728986383096946689,3386,893
728760639972315136,4983,1852
728751179681943552,2987,741
728653952833728512,3540,1138
728409960103686147,5262,2203
728387165835677696,3925,1045
728046963732717569,4608,1284
728035342121635841,4856,1833
728015554473250816,4384,1195
727685679342333952,3131,696
727644517743104000,6302,1914
727524757080539137,4775,1338
727314416056803329,3547,816
727286334147182592,3240,897
727175381690781696,4131,1494
727155742655025152,3881,1450
726935089318363137,7346,2672
726887082820554753,4099,1643
726828223124897792,3790,1099
726224900189511680,4711,1269
725842289046749185,7528,2891
725786712245440512,4450,1484
725729321944506368,5534,1947
725458796924002305,1507,679
724983749226668032,3957,1429
724771698126512129,2533,699
724405726123311104,5669,1802
724049859469295616,4628,1931
724046343203856385,2844,607
724004602748780546,4471,1732
723912936180330496,4140,1338
723688335806480385,8233,3253
723673163800948736,3229,973
723179728551723008,5653,2051
722974582966214656,4387,1716
722613351520608256,5287,1790
721503162398597120,4980,2051
721001180231503872,2687,669
720785406564900865,3326,842
720775346191278080,2642,743
720415127506415616,4403,1630
720389942216527872,6842,2760
720340705894408192,3061,1064
720059472081784833,4146,1236
720043174954147842,5227,2186
719991154352222208,5159,1913
719704490224398336,4868,1588
719551379208073216,5393,2113
719367763014393856,2976,804
719339463458033665,4704,1362
719332531645071360,3636,1043
718971898235854848,3719,1202
718939241951195136,5598,1917
718631497683582976,20216,8837
718613305783398402,2611,527
718540630683709445,2655,1103
718460005985447936,2884,582
718454725339934721,5205,1644
718246886998687744,2054,547
718234618122661888,4127,1091
717841801130979328,2612,649
717790033953034240,3091,1232
717537687239008257,6149,2011
717428917016076293,1708,497
717421804990701568,3367,923
717047459982213120,6682,2081
717009362452090881,3492,1069
716802964044845056,4549,1280
716791146589110272,5898,1516
716730379797970944,1309,461
716447146686459905,13998,6423
716439118184652801,2518,240
716285507865542656,2966,1191
716080869887381504,5214,1900
715928423106027520,3415,957
715758151270801409,3985,1555
715733265223708672,4973,1855
715704790270025728,2991,617
715696743237730304,4163,1411
715680795826982913,4610,1771
715360349751484417,5840,1717
715342466308784130,3222,748
715220193576927233,2570,716
715200624753819648,5466,2057
715009755312439296,4448,1352
714982300363173890,4005,1131
714962719905021952,7849,4672
714957620017307648,4411,1550
714631576617938945,3484,1091
714606013974974464,3859,1017
714485234495041536,2892,1272
714258258790387713,3209,783
714251586676113411,3487,918
714214115368108032,2422,961
714141408463036416,4582,1530
713919462244790272,3486,850
713909862279876608,2038,598
713900603437621249,3016,812
713761197720473600,5195,1500
713411074226274305,4704,1410
713177543487135744,7684,3104
713175907180089344,4757,1588
712809025985978368,19874,7358
712717840512598017,13190,5453
712668654853337088,4443,1328
712438159032893441,5676,1705
712309440758808576,261,25
712097430750289920,4054,1136
712092745624633345,3140,985
712085617388212225,3449,533
712065007010385924,2415,685
711998809858043904,0,137
711968124745228288,8596,2523
711743778164514816,3033,1075
711732680602345472,9512,4512
711694788429553666,35101,19943
711652651650457602,4126,1001
711363825979756544,3908,1244
711306686208872448,3530,797
711008018775851008,3200,686
710997087345876993,4860,1518
710844581445812225,2721,749
710833117892898816,2876,587
710658690886586372,2463,617
710609963652087808,5127,2564
710588934686908417,4871,2052
710296729921429505,2531,804
710283270106132480,2275,564
710272297844797440,4833,1379
710269109699739648,2563,1228
710153181850935296,3102,971
710140971284037632,2955,977
710117014656950272,5866,2177
709918798883774466,3185,1172
709901256215666688,719,109
709852847387627521,3748,1301
709566166965075968,3772,1321
709556954897764353,3505,1164
709519240576036864,1587,263
709449600415961088,2373,646
709409458133323776,2797,763
709225125749587968,2561,627
709207347839836162,13462,6379
709198395643068416,2573,699
709179584944730112,2151,736
709158332880297985,2188,454
709042156699303936,5091,1801
708853462201716736,1911,719
708845821941387268,3170,980
708834316713893888,1821,549
708810915978854401,17646,7615
708738143638450176,2929,887
708711088997666817,2724,797
708479650088034305,2721,741
708469915515297792,3284,894
708400866336894977,17120,11055
708356463048204288,3852,1472
708349470027751425,2512,805
708149363256774660,4562,1688
708130923141795840,3622,915
708119489313951744,2870,1067
708109389455101952,2069,591
708026248782585858,4663,2104
707995814724026368,3316,1227
707983188426153984,51,2
707969809498152960,2880,1062
707776935007539200,3502,1038
707741517457260545,2660,669
707738799544082433,4385,2702
707693576495472641,3657,1095
707629649552134146,2763,959
707610948723478529,18139,7026
707420581654872064,2440,764
707411934438625280,2431,654
707387676719185920,3750,1429
707377100785885184,3522,1179
707315916783140866,2636,704
707297311098011648,2947,877
707059547140169728,2751,740
707038192327901184,2355,877
707021089608753152,4341,1502
707014260413456384,2463,647
706904523814649856,15586,8585
706901761596989440,2212,662
706681918348251136,3550,1060
706644897839910912,2758,1194
706593038911545345,2310,690
706538006853918722,3699,1541
706516534877929472,3312,1127
706346369204748288,3681,1003
706310011488698368,22960,8758
706291001778950144,1818,511
706265994973601792,2912,1003
706169069255446529,4194,2439
706166467411222528,5510,1765
706153300320784384,1599,420
705975130514706432,3322,809
705970349788291072,3366,976
705898680587526145,2538,620
705786532653883392,2090,581
705591895322394625,3397,1266
705475953783398401,3171,1012
705442520700944385,4769,1805
705428427625635840,4085,1861
705239209544720384,3210,819
705223444686888960,2762,881
705102439679201280,2303,565
705066031337840642,2327,662
704871453724954624,4544,1219
704859558691414016,2411,600
704847917308362754,5474,1685
704819833553219584,2833,1106
704761120771465216,7114,3178
704499785726889984,3148,1090
704491224099647488,819,93
704480331685040129,3644,1158
704364645503647744,8612,3888
704347321748819968,1695,386
704134088924532736,1623,509
704113298707505153,1990,616
704054845121142784,3132,1003
703774238772166656,1977,510
703769065844768768,3526,1243
703631701117943808,2779,757
703611486317502464,4136,1666
703425003149250560,4078,1513
703407252292673536,2638,760
703382836347330562,3753,1252
703356393781329922,2041,423
703268521220972544,2108,607
703079050210877440,7906,3383
703041949650034688,28324,13754
702932127499816960,2775,794
702899151802126337,1730,493
702684942141153280,3443,1180
702671118226825216,2344,613
702598099714314240,11086,3600
702539513671897089,3074,1055
702332542343577600,3426,1702
702321140488925184,3521,1129
702276748847800320,2647,834
702217446468493312,5152,1470
701981390485725185,3683,1083
701952816642965504,4087,1113
701889187134500865,3819,1510
701805642395348998,3672,1852
701601587219795968,2235,504
701570477911896070,3014,1024
701545186879471618,2840,664
701214700881756160,13126,5627
700890391244103680,2383,629
700864154249383937,2777,669
700847567345688576,2605,545
700796979434098688,2611,1046
700747788515020802,24517,10299
700518061187723268,2821,874
700505138482569216,2442,624
700462010979500032,4444,1973
700167517596164096,2838,819
700151421916807169,2400,726
700143752053182464,8085,3026
700062718104104960,2828,760
700029284593901568,2212,636
700002074055016451,3544,1474
699801817392291840,3266,1057
699788877217865730,2409,543
699779630832685056,2967,1357
699775878809702401,2097,669
699691744225525762,10995,5030
699446877801091073,6359,2863
699434518667751424,2326,559
699423671849451520,1467,362
699413908797464576,2210,675
699370870310113280,2011,482
699323444782047232,3382,950
699088579889332224,2395,691
699079609774645248,2622,717
699072405256409088,3220,1295
699060279947165696,4052,1990
699036661657767936,2797,1309
698989035503689728,3630,1080
698953797952008193,2902,985
698907974262222848,2725,680
698710712454139905,2655,752
698703483621523456,1557,415
698635131305795584,1374,374
698549713696649216,2487,679
698355670425473025,2005,492
698342080612007937,2433,1041
698262614669991936,5098,2205
698195409219559425,17992,6553
698178924120031232,3015,807
697995514407682048,1631,364
697990423684476929,3525,1418
697943111201378304,2573,756
697881462549430272,3242,1299
697630435728322560,1871,591
697616773278015490,3384,1107
697596423848730625,3247,1379
697575480820686848,2190,552
697516214579523584,2223,1242
697482927769255936,2595,742
697463031882764288,3654,1512
697270446429966336,5005,2035
697259378236399616,3528,1092
697255105972801536,3240,1272
697242256848379904,2697,733
696900204696625153,3426,1124
696894894812565505,2523,739
696886256886657024,5182,1958
696877980375769088,2623,781
696754882863349760,1577,388
696744641916489729,2232,1039
696713835009417216,2547,716
696518437233913856,4185,1850
696490539101908992,1311,162
696488710901260288,2726,1132
696405997980676096,3445,1247
696100768806522880,2077,726
695816827381944320,3213,1282
695794761660297217,3410,853
695767669421768709,2005,819
695629776980148225,4908,2313
695446424020918272,4665,1980
695409464418041856,9228,3910
695314793360662529,3912,1620
695095422348574720,2824,674
695074328191332352,3047,1209
695064344191721472,1722,658
695051054296211456,2857,863
694925794720792577,2894,1008
694905863685980160,2966,1028
694669722378485760,38211,15846
694356675654983680,1615,317
694352839993344000,2183,679
694342028726001664,1686,531
694329668942569472,2151,548
694206574471057408,4491,2239
694183373896572928,3151,1015
694001791655137281,3628,1133
693993230313091072,2004,443
693942351086120961,1852,405
693647888581312512,2892,651
693644216740769793,1439,142
693642232151285760,2726,455
693629975228977152,2630,878
693622659251335168,1649,406
693590843962331137,5435,2158
693582294167244802,1759,281
693486665285931008,1897,684
693280720173801472,3600,1362
693267061318012928,2557,899
693262851218264065,2394,549
693231807727280129,3065,805
693155686491000832,8464,3515
693109034023534592,1842,672
693095443459342336,2010,507
692919143163629568,2862,817
692905862751522816,2610,964
692901601640583168,1919,661
692894228850999298,2445,884
692828166163931137,3086,964
692752401762250755,7318,3990
692568918515392513,4646,1685
692535307825213440,3427,1488
692530551048294401,1978,458
692423280028966913,1578,253
692417313023332352,10051,3810
692187005137076224,2700,901
692158366030913536,2310,876
692142790915014657,1759,430
692041934689402880,3642,1394
692017291282812928,3073,1051
691820333922455552,4228,1804
691793053716221953,8729,4608
691756958957883396,3101,1125
691675652215414786,2079,559
691483041324204033,2543,630
691459709405118465,4351,1254
691444869282295808,2841,933
691416866452082688,20775,8399
691321916024623104,2766,722
691096613310316544,3174,983
691090071332753408,1828,372
690989312272396288,6350,3161
690959652130045952,3832,1382
690938899477221376,4442,2190
690932576555528194,3526,1117
690735892932222976,4043,1407
690728923253055490,2321,570
690690673629138944,2487,868
690649993829576704,1402,308
690607260360429569,310,19
690597161306841088,2105,659
690400367696297985,2000,495
690374419777196032,3483,950
690360449368465409,2852,977
690348396616552449,1609,559
690248561355657216,1804,454
690021994562220032,2996,1137
690015576308211712,2686,808
690005060500217858,3921,1852
689999384604450816,1526,412
689993469801164801,1576,502
689977555533848577,1463,489
689905486972461056,2595,759
689877686181715968,3235,1303
689835978131935233,2317,825
689661964914655233,3423,1015
689659372465688576,11166,4280
689623661272240129,2400,717
689599056876867584,12487,6070
689557536375177216,2206,509
689517482558820352,3636,1568
689289219123089408,2411,1014
689283819090870273,3525,1212
689280876073582592,2145,789
689275259254616065,1239,272
689255633275777024,2753,1183
689154315265683456,3282,1103
689143371370250240,2179,568
688916208532455424,2928,959
688908934925697024,2268,847
688898160958271489,2252,865
688894073864884227,2391,770
688828561667567616,1473,406
688804835492233216,1024,215
688789766343622656,2375,728
688547210804498433,2792,770
688519176466644993,2470,799
688385280030670848,9979,4894
688211956440801280,2381,919
688179443353796608,2267,645
688116655151435777,3023,862
688064179421470721,1837,395
687841446767013888,5873,2790
687826841265172480,2928,1253
687818504314159109,2683,1049
687807801670897665,2563,767
687732144991551489,1891,723
687704180304273409,2615,929
687664829264453632,2081,564
687494652870668288,2052,633
687480748861947905,1712,273
687476254459715584,2122,592
687460506001633280,2188,594
687399393394311168,2033,688
687317306314240000,21579,10081
687312378585812992,4672,2091
687127927494963200,5863,2518
687124485711986689,2319,557
687109925361856513,6221,2716
687102708889812993,2508,1091
687096057537363968,2402,672
686947101016735744,9237,3488
686760001961103360,3763,1510
686749460672679938,3730,1609
686730991906516992,4450,1316
686683045143953408,3007,885
686618349602762752,3944,1495
686606069955735556,2023,595
686394059078897668,1885,752
686386521809772549,3477,974
686377065986265092,2375,621
686358356425093120,2356,751
686286779679375361,4288,1837
686050296934563840,2367,811
686035780142297088,1241,134
686034024800862208,3344,1289
686007916130873345,2648,460
686003207160610816,1953,704
685973236358713344,2266,590
685943807276412928,1757,674
685906723014619143,8079,3202
685681090388975616,2172,139
685667379192414208,2505,636
685663452032069632,3481,1607
685641971164143616,3139,854
685547936038666240,35383,17242
685532292383666176,3262,1269
685325112850124800,10198,4398
685321586178670592,2843,711
685315239903100929,3591,1187
685307451701334016,2213,482
685268753634967552,3333,1334
685198997565345792,2491,736
685169283572338688,4389,1567
684969860808454144,2458,422
684959798585110529,7147,3441
684940049151070208,3447,1152
684926975086034944,3765,523
684914660081053696,3755,1610
684902183876321280,2007,585
684880619965411328,2250,911
684830982659280897,37671,23750
684800227459624960,2909,1090
684594889858887680,9585,3895
684588130326986752,4414,1551
684567543613382656,3226,1360
684538444857667585,2844,1061
684481074559381504,4144,1288
684460069371654144,2114,611
684241637099323392,8757,3628
684225744407494656,1329,232
684222868335505415,4125,1522
684200372118904832,2327,1134
684195085588783105,2051,571
684188786104872960,3730,1294
684177701129875456,2165,739
684147889187209216,3195,1648
684122891630342144,2132,525
684097758874210310,4407,1576
683857920510050305,4065,1227
683852578183077888,2062,385
683849932751646720,2810,1079
683834909291606017,2813,1217
683828599284170753,2985,1160
683773439333797890,3591,1487
683742671509258241,6990,3667
683515932363329536,7894,3195
683498322573824003,3392,1053
683481228088049664,2816,1088
683462770029932544,2613,736
683449695444799489,4171,1771
683391852557561860,8151,2620
683357973142474752,3163,1035
683142553609318400,3085,1148
683111407806746624,3646,1005
683098815881154561,2319,717
683078886620553216,2128,617
683030066213818368,2313,805
682962037429899265,39754,18403
682808988178739200,1897,204
682788441537560576,2645,1231
682750546109968385,1629,479
682697186228989953,1409,393
682662431982772225,3264,1178
682638830361513985,2203,658
682429480204398592,3675,1276
682406705142087680,8126,1944
682393905736888321,2386,750
682389078323662849,1787,511
682303737705140231,3300,1098
682259524040966145,4471,1345
682242692827447297,3486,1300
682088079302213632,19665,10931
682059653698686977,5314,1865
682047327939461121,3441,1063
682032003584274432,7051,2220
682003177596559360,3375,1678
681981167097122816,2969,1131
681891461017812993,2644,915
681694085539872773,13694,4444
681679526984871937,1881,488
681654059175129088,2832,1022
681610798867845120,2048,518
681579835668455424,3805,1443
681523177663676416,15361,6406
681340665377193984,1757,305
681339448655802368,9950,4461
681320187870711809,2848,840
681302363064414209,4227,2012
681297372102656000,3404,1054
681281657291280384,3440,1210
681261549936340994,1556,300
681242418453299201,1603,601
681231109724700672,2558,530
681193455364796417,3972,1636
680970795137544192,2594,725
680959110691590145,4875,2182
680940246314430465,3453,1165
680934982542561280,2222,484
680913438424612864,2557,679
680889648562991104,1891,403
680836378243002368,3685,1468
680805554198020098,2318,724
680801747103793152,2537,906
680798457301471234,3058,1145
680609293079592961,2824,784
680583894916304897,3854,1473
680497766108381184,4530,2103
680494726643068929,1834,528
680473011644985345,2710,821
680440374763077632,1550,552
680221482581123072,1557,318
680206703334408192,3033,1290
680191257256136705,2291,560
680176173301628928,4170,1714
680161097740095489,2473,801
680145970311643136,3868,1909
680130881361686529,2451,1043
680115823365742593,2898,1003
680100725817409536,3813,1504
680085611152338944,13669,9774
680070545539371008,2747,962
680055455951884288,17875,7827
679877062409191424,2101,706
679872969355714560,2312,724
679862121895714818,2632,684
679854723806179328,3071,1356
679844490799091713,2535,855
679828447187857408,38786,15390
679777920601223168,3300,1232
679736210798047232,2241,882
679729593985699840,2313,906
679722016581222400,1770,520
679530280114372609,5085,2277
679527802031484928,2831,802
679511351870550016,3606,1414
679503373272485890,3381,1629
679475951516934144,2246,703
679462823135686656,34009,20689
679405845277462528,2540,1328
679158373988876288,22989,8913
679148763231985668,2961,1130
679132435750195208,3169,1274
679111216690831360,6380,2811
679062614270468097,18274,9038
679047485189439488,2410,751
679001094530465792,3016,1351
678991772295516161,2484,1284
678969228704284672,1747,506
678800283649069056,2747,988
678798276842360832,3722,1303
678774928607469569,2968,1011
678767140346941444,3766,1507
678764513869611008,1740,526
678755239630127104,7628,3639
678740035362037760,3997,1871
678708137298427904,5936,2670
678675843183484930,3071,1634
678643457146150913,2186,468
678446151570427904,4262,1727
678424312106393600,5775,2788
678410210315247616,4527,2000
678399652199309312,61856,30278
678396796259975168,1689,459
678389028614488064,1991,459
678380236862578688,2594,987
678341075375947776,1840,590
678334497360859136,1382,292
678278586130948096,12235,6645
678255464182861824,1687,407
678023323247357953,2049,426
678021115718029313,14657,6957
677961670166224897,3624,1831
677918531514703872,1435,445
677895101218201600,5145,2314
677716515794329600,3245,1065
677700003327029250,3600,1567
677698403548192770,1298,348
677687604918272002,2626,918
677673981332312066,3545,1632
677662372920729601,2078,1064
677644091929329666,1997,868
677573743309385728,2271,798
677565715327688705,1369,499
677557565589463040,2590,1270
677547928504967168,7368,3960
677530072887205888,1130,244
677335745548390400,3244,1951
677334615166730240,1439,320
677331501395156992,1155,258
677328882937298944,3856,1633
677314812125323265,1750,586
677301033169788928,1320,451
677269281705472000,2106,767
677228873407442944,3753,1783
677187300187611136,2900,1000
676975532580409345,2940,1168
676957860086095872,2338,883
676949632774234114,1373,428
676948236477857792,2298,951
676946864479084545,1801,410
676942428000112642,2201,831
676936541936185344,13477,5353
676916996760600576,3151,1951
676897532954456065,2381,788
676864501615042560,2231,781
676821958043033607,24486,17024
676819651066732545,1909,721
676811746707918848,1501,458
676776431406465024,5279,2187
676617503762681856,3063,1070
676613908052996102,1150,210
676606785097199616,1989,478
676603393314578432,1235,425
676593408224403456,4840,2344
676590572941893632,976,139
676588346097852417,2471,865
676582956622721024,1272,305
676575501977128964,2732,1221
676533798876651520,1980,604
676496375194980353,1599,580
676470639084101634,12330,5078
676440007570247681,1818,728
676430933382295552,1475,373
676263575653122048,2186,591
676237365392908289,1290,321
676219687039057920,79086,33722
676215927814406144,1833,638
676191832485810177,2403,1112
676146341966438401,2027,724
676121918416756736,2265,1265
676101918813499392,2961,1251
676098748976615425,3187,1561
676089483918516224,1386,462
675898130735476737,1731,630
675891555769696257,2249,946
675888385639251968,2514,1037
675878199931371520,4419,1526
675870721063669760,1735,611
675853064436391936,2844,1410
675849018447167488,999,165
675845657354215424,2409,966
675822767435051008,1607,574
675820929667219457,1109,247
675798442703122432,10829,3662
675781562965868544,1703,513
675740360753160193,1224,373
675710890956750848,1996,899
675707330206547968,2101,746
675706639471788032,679,103
675534494439489536,1905,452
675531475945709568,1243,416
675522403582218240,1093,307
675517828909424640,1378,492
675501075957489664,18064,6283
675497103322386432,3308,1403
675489971617296384,1361,643
675483430902214656,1944,1048
675432746517426176,1597,613
675372240448454658,1799,545
675362609739206656,1102,250
675354435921575936,34467,18488
675349384339542016,4141,2445
675334060156301312,2923,1389
675166823650848770,3809,1744
675153376133427200,6617,2808
675149409102012420,3934,1816
675147105808306176,995,260
675146535592706048,1256,338
675145476954566656,2242,967
675135153782571009,1362,529
675113801096802304,2052,842
675111688094527488,1010,272
675109292475830276,2928,1216
675047298674663426,1110,354
675015141583413248,2846,1290
675006312288268288,1024,242
675003128568291329,1626,504
674999807681908736,2362,1190
674805413498527744,906,380
674800520222154752,3153,929
674793399141146624,2632,1174
674790488185167872,1152,271
674788554665512960,846,223
674781762103414784,2099,1299
674774481756377088,1181,513
674767892831932416,1924,858
674764817387900928,825,258
674754018082705410,1426,481
674752233200820224,1541,501
674743008475090944,1470,587
674742531037511680,515,54
674739953134403584,1173,422
674737130913071104,674,99
674690135443775488,1201,499
674670581682434048,1693,699
674664755118911488,964,271
674646392044941312,1499,538
674644256330530816,1075,295
674638615994089473,1755,628
674632714662858753,1566,615
674606911342424069,985,108
674468880899788800,6505,2208
674447403907457024,1111,382
674436901579923456,1167,420
674422304705744896,1492,568
674416750885273600,711,149
674410619106390016,1248,500
674394782723014656,1563,615
674372068062928900,888,330
674330906434379776,583,77
674318007229923329,1479,551
674307341513269249,11854,7427
674291837063053312,15446,6328
674271431610523648,1638,777
674269164442398721,935,245
674265582246694913,1711,900
674262580978937856,1355,488
674255168825880576,1530,601
674082852460433408,783,181
674075285688614912,1020,305
674063288070742018,6646,2378
674053186244734976,3478,1398
674051556661161984,1517,514
674045139690631169,1476,688
674042553264685056,750,136
674038233588723717,1146,436
674036086168010753,876,233
674024893172875264,1868,1309
674019345211760640,1179,322
674014384960745472,1637,693
674008982932058114,1253,376
673956914389192708,2035,1033
673919437611909120,1216,388
673906403526995968,3328,1739
673887867907739649,973,267
673716320723169284,3212,813
673715861853720576,3699,2234
673711475735838725,1083,318
673709992831262724,886,296
673708611235921920,1116,308
673707060090052608,1146,419
673705679337693185,1308,422
673700254269775872,1492,609
673697980713705472,3966,2091
673689733134946305,1818,689
673688752737402881,1316,527
673686845050527744,1507,465
673680198160809984,1427,499
673662677122719744,1303,384
673656262056419329,747,258
673636718965334016,1169,394
673612854080196609,1654,774
673583129559498752,1239,391
673580926094458881,862,284
673576835670777856,1438,596
673363615379013632,1064,330
673359818736984064,1519,711
673355879178194945,1551,625
673352124999274496,1719,575
673350198937153538,761,223
673345638550134785,2625,1372
673343217010679808,1010,283
673342308415348736,1317,630
673320132811366400,14090,8456
673317986296586240,902,281
673295268553605120,7841,3376
673270968295534593,1104,394
673240798075449344,1473,771
673213039743795200,2343,900
673148804208660480,1772,668
672997845381865473,2043,764
672995267319328768,992,316
672988786805112832,1011,305
672984142909456390,1298,573
672980819271634944,1875,1051
672975131468300288,1753,975
672970152493887488,994,375
672968025906282496,1367,583
672964561327235073,1478,680
672902681409806336,1420,533
672898206762672129,922,445
672884426393653248,1619,879
672877615439593473,1065,391
672834301050937345,1368,608
672828477930868736,1305,518
672640509974827008,1009,340
672622327801233409,1344,523
672614745925664768,1270,623
672609152938721280,1156,410
672604026190569472,1158,431
672594978741354496,1376,641
672591762242805761,989,350
672591271085670400,756,198
672538107540070400,1066,394
672523490734551040,677,181
672488522314567680,1156,465
672482722825261057,1178,640
672481316919734272,739,129
672475084225949696,1494,742
672466075045466113,1413,572
672272411274932228,6720,3588
672267570918129665,1556,646
672264251789176834,1192,363
672256522047614977,2926,1653
672254177670729728,1481,782
672248013293752320,1791,639
672245253877968896,713,164
672239279297454080,929,336
672231046314901505,1916,1065
672222792075620352,813,224
672205392827572224,2348,1225
672169685991993344,1057,393
672160042234327040,904,382
672139350159835138,1824,766
672125275208069120,2503,1210
672095186491711488,1034,387
672082170312290304,978,386
672068090318987265,1349,545
671896809300709376,8791,4392
671891728106971137,1379,594
671882082306625538,3602,1453
671879137494245376,1478,728
671874878652489728,1302,584
671866342182637568,1169,530
671855973984772097,954,483
671789708968640512,7336,3688
671768281401958400,1239,553
671763349865160704,1748,975
671744970634719232,1398,816
671743150407421952,765,240
671735591348891648,1498,792
671729906628341761,8884,4629
671561002136281088,13380,7679
671550332464455680,951,219
671547767500775424,1411,632
671544874165002241,2072,1110
671542985629241344,1135,598
671538301157904385,962,418
671536543010570240,1225,434
671533943490011136,1070,610
671528761649688577,876,272
671520732782923777,1453,561
671518598289059840,983,306
671511350426865664,1681,771
671504605491109889,7324,3743
671497587707535361,957,472
671488513339211776,1050,496
671486386088865792,605,217
671485057807351808,792,243
671390180817915904,1470,782
671362598324076544,1164,310
671357843010908160,416,155
671355857343524864,496,118
671347597085433856,1010,460
671186162933985280,767,228
671182547775299584,1165,362
671166507850801152,908,375
671163268581498880,1731,1173
671159727754231808,387,86
671154572044468225,747,229
671151324042559489,695,161
671147085991960577,698,242
671141549288370177,1213,691
671138694582165504,966,425
671134062904504320,776,205
671122204919246848,3637,2686
671115716440031232,1406,817
671109016219725825,1190,464
670995969505435648,1150,308
670842764863651840,25518,9298
670840546554966016,617,206
670838202509447168,1158,736
670833812859932673,464,132
670832455012716544,764,231
670826280409919488,5796,4312
670823764196741120,805,201
670822709593571328,632,102
670815497391357952,3310,1643
670811965569282048,1173,284
670807719151067136,1190,520
670804601705242624,2043,1004
670803562457407488,351,93
670797304698376195,756,248
670792680469889025,867,293
670789397210615808,689,254
670786190031921152,627,213
670783437142401025,849,419
670782429121134593,1641,831
670780561024270336,806,304
670778058496974848,340,76
670764103623966721,1114,450
670755717859713024,465,120
670733412878163972,997,537
670727704916926465,866,390
670717338665226240,1266,526
670704688707301377,790,391
670691627984359425,610,256
670679630144274432,779,307
670676092097810432,261,45
670668383499735048,11161,5347
670474236058800128,1585,809
670468609693655041,363,89
670465786746662913,1009,587
670452855871037440,570,220
670449342516494336,1234,710
670444955656130560,6973,2090
670442337873600512,676,206
670435821946826752,1093,555
670434127938719744,1461,688
670433248821026816,335,121
670428280563085312,1445,674
670427002554466305,537,174
670421925039075328,1363,681
670420569653809152,655,332
670417414769758208,587,341
670411370698022913,2125,958
670408998013820928,580,237
670403879788544000,450,168
670385711116361728,582,227
670374371102445568,767,286
670361874861563904,340,71
670338931251150849,442,118
670319130621435904,4010,1307
670303360680108032,442,143
670290420111441920,736,300
670093938074779648,1077,358
670086499208155136,724,267
670079681849372674,2320,1335
670073503555706880,1626,838
670069087419133954,659,262
670061506722140161,795,367
670055038660800512,695,350
670046952931721218,674,187
670040295598354432,782,117
670037189829525505,610,296
670003130994700288,345,98
669993076832759809,336,89
669972011175813120,461,171
669970042633789440,313,64
669942763794931712,528,179
669926384437997569,394,111
669923323644657664,245,61
669753178989142016,839,425
669749430875258880,283,68
669684865554620416,542,94
669683899023405056,408,116
669682095984410625,367,141
669680153564442624,696,304
669661792646373376,838,463
669625907762618368,3678,1912
669603084620980224,984,391
669597912108789760,532,160
669583744538451968,1547,988
669573570759163904,450,153
669571471778410496,1648,1061
669567591774625800,243,60
669564461267722241,401,130
669393256313184256,378,81
669375718304980992,1390,764
669371483794317312,515,190
669367896104181761,477,166
669363888236994561,651,242
669359674819481600,381,131
669354382627049472,2814,1343
669353438988365824,671,269
669351434509529089,460,198
669328503091937280,1051,440
669327207240699904,599,121
669324657376567296,513,217
669216679721873412,938,407
669214165781868544,460,178
669203728096960512,1045,503
669037058363662336,683,328
669015743032369152,768,392
669006782128353280,597,264
669000397445533696,21676,6734
668994913074286592,458,248
668992363537309700,779,369
668989615043424256,710,345
668988183816871936,934,500
668986018524233728,574,177
668981893510119424,563,326
668979806671884288,826,373
668975677807423489,1364,619
668967877119254528,154,25
668960084974809088,736,251
668955713004314625,295,74
668932921458302977,281,61
668902994700836864,330,106
668892474547511297,412,161
668872652652679168,548,313
668852170888998912,470,174
668826086256599040,455,147
668815180734689280,595,284
668779399630725120,733,396
668655139528511488,551,229
668645506898350081,934,573
668643542311546881,922,561
668641109086707712,1121,563
668636665813057536,1082,510
668633411083464705,2939,1744
668631377374486528,744,338
668627278264475648,331,122
668625577880875008,410,140
668623201287675904,1507,826
668620235289837568,215,46
668614819948453888,633,333
668587383441514497,1731,1145
668567822092664832,254,61
668544745690562560,541,239
668542336805281792,484,226
668537837512433665,258,78
668528771708952576,484,237
668507509523615744,336,113
668496999348633600,425,139
668484198282485761,441,248
668480044826800133,477,155
668466899341221888,919,544
668297328638447616,642,313
668291999406125056,258,34
668286279830867968,523,144
668274247790391296,856,241
668268907921326080,574,251
668256321989451776,1351,650
668248472370458624,1026,511
668237644992782336,6440,3000
668226093875376128,315,110
668221241640230912,525,209
668204964695683073,571,204
668190681446379520,674,205
668171859951755264,509,202
668154635664932864,511,330
668142349051129856,580,302
668113020489474048,689,258
667937095915278337,1318,838
667924896115245057,309,117
667915453470232577,217,58
667911425562669056,511,318
667902449697558528,876,390
667886921285246976,1967,1150
