tweet_id,favorite_count,retweet_count
792883833364439040,12390,4827
792773781206999040,8040,1899
792394556390137856,14789,4847
792050063153438720,7862,2030
791821351946420224,0,23751
791784077045166082,0,10931
791780927877898241,0,4292
791774931465953280,49372,25124
791672322847637504,12856,3532
791406955684368384,14381,4642
791312159183634433,9626,2865
791026214425268224,0,4665
790987426131050500,10843,2413
790946055508652032,18190,5313
790723298204217344,0,2620
790698755171364864,8988,2152
790581949425475584,22646,8089
790337589677002753,8563,2105
790277117346975746,13752,3633
790227638568808452,0,4051
789986466051088384,10142,2620
789960241177853952,0,4695
789903600034189313,11390,4674
789628658055020548,8258,2011
789599242079838210,7433,2183
789530877013393408,12878,3811
789314372632018944,9429,2604
789280767834746880,0,5595
789268448748703744,9991,2924
789137962068021249,10637,3150
788908386943430656,29982,14000
788765914992902144,30029,11636
788552643979468800,0,8166
788412144018661376,17082,5989
788178268662984705,7919,2404
788150585577050112,6736,1472
788070120937619456,0,3851
788039637453406209,6719,1493
787810552592695296,9498,3442
787717603741622272,11175,3137
787397959788929025,11860,3194
787322443945877504,8538,1971
787111942498508800,0,7561
786963064373534720,29073,9039
786729988674449408,0,2736
786709082849828864,19892,6869
786664955043049472,11686,2898
786595970293370880,10284,3501
786363235746385920,11932,3957
786286427768250368,8740,3239
786233965241827333,16778,5401
786051337297522688,1574,174
786036967502913536,0,7968
785927819176054784,12439,3557
785872687017132033,7313,2063
785639753186217984,8539,2495
785533386513321988,9977,2268
785515384317313025,6667,1428
785264754247995392,7950,1850
785170936622350336,13235,5489
784826020293709826,11099,3627
784517518371221505,9816,2861
784431430411685888,6209,1445
784183165795655680,22004,9099
784057939640352768,32712,12602
783839966405230592,32882,12203
783821107061198850,8044,2216
783695101801398276,11401,3624
783466772167098368,9257,2541
783391753726550016,18473,6214
783347506784731136,0,6328
783334639985389568,31951,13207
783085703974514689,8903,2494
782969140009107456,26380,8284
782747134529531904,8148,1569
782722598790725632,18853,6058
782598640137187329,8512,2118
782305867769217024,18215,6266
782021823840026624,0,7026
781955203444699136,12112,3788
781661882474196992,11407,3047
781655249211752448,4368,1256
781524693396357120,22668,6225
781308096455073793,7791,2865
781251288990355457,9229,2368
781163403222056960,10656,3065
780931614150983680,23610,8279
780858289093574656,7844,2244
780800785462489090,6022,1459
780601303617732608,13203,3744
780543529827336192,6878,1954
780496263422808064,0,4184
780476555013349377,0,133
780459368902959104,5767,1194
780192070812196864,9509,2520
780092040432480260,0,2583
780074436359819264,13382,5617
779834332596887552,20772,7968
779377524342161408,9632,3505
779124354206535695,0,20689
779123168116150273,12880,4093
779056095788752897,16144,5086
778990705243029504,21837,8186
778774459159379968,0,11193
778764940568104960,935,412
778748913645780993,7529,1501
778650543019483137,6299,1680
778624900596654080,5069,1137
778408200802557953,14867,4882
778396591732486144,0,13754
778383385161035776,6376,1235
778286810187399168,11312,3717
778039087836069888,9236,2968
778027034220126208,7148,1826
777953400541634568,0,3957
777885040357281792,6924,1845
777684233540206592,12244,3301
777641927919427584,0,4791
777621514455814149,9537,2803
777189768882946048,15593,4850
776819012571455488,0,15390
776813020089548800,5318,1357
776477788987613185,9660,3149
776249906839351296,0,10299
776218204058357768,32694,17934
776201521193218049,10452,2822
776113305656188928,12809,4893
776088319444877312,2002,171
775898661951791106,0,17352
775842724423557120,12748,3010
775733305207554048,15076,4494
775729183532220416,14063,5137
775364825476165632,8107,3352
775350846108426240,11057,4393
775085132600442880,16927,5308
774757898236878852,9288,1977
774639387460112384,7312,1951
774314403806253056,23677,6266
773985732834758656,11689,4356
773922284943896577,6951,1935
773704687002451968,7174,1835
773670353721753600,5793,1452
773547596996571136,23992,6921
773336787167145985,0,5722
773308824254029826,25260,8378
773247561583001600,10200,3588
773191612633579521,10868,4604
772877495989305348,9345,4358
772826264096874500,8672,2604
772615324260794368,0,3773
772581559778025472,7043,1900
772193107915964416,6530,1553
772152991789019136,4103,1261
772117678702071809,4075,818
772114945936949249,2942,527
772102971039580160,4357,1035
771908950375665664,7142,2118
771770456517009408,13067,3804
771500966810099713,8982,2928
771380798096281600,11460,5722
771171053431250945,0,8456
771136648247640064,9996,3265
771102124360998913,6750,1606
771014301343748096,7475,1849
771004394259247104,0,246
770787852854652928,5386,1370
770772759874076672,5637,1581
770743923962707968,0,50922
770655142660169732,7958,1953
770414278348247044,6844,2307
770293558247038976,6774,1666
770093767776997377,0,3402
770069151037685760,8231,2574
769940425801170949,34196,10798
769695466921623552,6950,1862
769335591808995329,0,8585
769212283578875904,5864,1918
768970937022709760,15659,7322
768909767477751808,0,3026
768855141948723200,4564,1002
768609597686943744,4474,1349
768596291618299904,5470,1428
768554158521745409,0,6511
768473857036525572,14774,3832
768193404517830656,11843,3957
767884188863397888,5169,1574
767754930266464257,17416,6031
767500508068192258,8129,2606
767191397493538821,13335,4270
767122157629476866,10975,3181
766864461642756096,0,6328
766793450729734144,5517,1522
766714921925144576,2817,428
766693177336135680,4380,883
766423258543644672,6540,1775
766313316352462849,7352,2109
766078092750233600,0,2891
766069199026450432,4646,975
766008592277377025,4054,553
765719909049503744,7841,2404
765669560888528897,5631,1360
765395769549590528,28571,3779
765371061932261376,7689,2402
765222098633691136,12616,3773
764857477905154048,6946,1967
764259802650378240,6573,1696
763956972077010945,797,59
763837565564780549,13686,4665
763183847194451968,5882,1653
763167063695355904,0,3376
763103485927849985,7978,2534
762699858130116608,13212,4050
762471784394268675,12258,7276
762464539388485633,11225,4695
762316489655476224,5232,1257
762035686371364864,34687,17406
761976711479193600,5863,2249
761750502866649088,0,4398
761745352076779520,4615,952
761672994376806400,53686,32380
761599872357261312,4476,1308
761371037149827077,0,19943
761334018830917632,5658,1612
761292947749015552,4833,1229
761227390836215808,5770,1722
761004547850530816,12211,3851
760893934457552897,4143,1079
760656994973933572,7159,2144
760641137271070720,5370,1440
760539183865880579,8214,4041
760521673607086080,4582,1555
760290219849637889,29019,12784
760252756032651264,4265,962
760190180481531904,6187,2015
760153949710192640,0,37
759943073749200896,6446,2323
759923798737051648,15922,6328
759846353224826880,7274,2208
759793422261743616,6468,2120
759566828574212096,0,23570
759557299618865152,5089,1306
759447681597108224,9223,2735
759446261539934208,1813,546
759197388317847553,6567,2162
759159934323924993,0,1307
759099523532779520,15751,4662
759047813560868866,7059,2242
758854675097526272,3841,992
758828659922702336,12100,4251
758740312047005698,6200,1775
758474966123810816,4136,1101
758467244762497024,5203,2473
758405701903519748,5630,2137
758355060040593408,3716,1206
758099635764359168,20804,11193
758041019896193024,2942,421
757741869644341248,7450,3605
757729163776290825,0,9039
757725642876129280,4916,1357
757611664640446465,4927,1239
757597904299253760,0,322
757596066325864448,4719,1178
757400162377592832,16413,7568
757393109802180609,6322,1940
757354760399941633,4893,1584
756998049151549440,6778,2207
756939218950160384,7197,2226
756651752796094464,5491,1468
756526248105566208,11268,4029
756303284449767430,4280,1199
756288534030475264,45932,19404
756275833623502848,6966,1700
755955933503782912,7938,3196
755206590534418437,17807,5969
755110668769038337,22943,12296
754874841593970688,0,8913
754856583969079297,7433,2793
754747087846248448,2788,578
754482103782404096,5738,2154
754449512966619136,4064,817
754120377874386944,8477,2584
754011816964026368,9516,3996
753655901052166144,6330,2423
753420520834629632,8564,3962
753398408988139520,6260,2121
753375668877008896,8227,2583
753298634498793472,0,6407
753294487569522689,3684,1156
753039830821511168,40146,23251
753026973505581056,4213,1081
752932432744185856,13657,7561
752917284578922496,7435,1743
752701944171524096,0,3195
752682090207055872,6497,1786
752660715232722944,4773,1744
752568224206688256,6006,2534
752519690950500352,7969,3810
752334515931054080,4134,1223
752309394570878976,0,18488
752173152931807232,6436,2050
751950017322246144,3336,1031
751937170840121344,5649,1487
751830394383790080,6278,2166
751793661361422336,6339,3236
751598357617971201,8528,3351
751583847268179968,4769,1238
751538714308972544,5441,1402
751456908746354688,3461,1097
751251247299190784,13511,6511
751205363882532864,6817,2025
751132876104687617,5498,1441
750868782890057730,5180,1545
750719632563142656,14285,5595
750506206503038976,4813,1273
750429297815552001,14240,4791
750383411068534784,4907,1262
750381685133418496,743,35
750147208377409536,3338,1069
750132105863102464,3912,1400
750117059602808832,4661,1436
750101899009982464,3290,931
750086836815486976,2341,601
750071704093859840,8463,3700
750056684286914561,3379,984
750041628174217216,3427,685
750026558547456000,2927,872
750011400160841729,3498,1005
749996283729883136,3265,891
749981277374128128,5513,2712
749774190421639168,5018,1449
749417653287129088,6587,1848
749403093750648834,2832,605
749395845976588288,9279,3832
749317047558017024,5922,2449
749075273010798592,6222,2295
749064354620928000,5173,1674
749036806121881602,3346,864
748977405889503236,11573,3775
748932637671223296,6311,2489
748705597323898880,2983,1042
748699167502000129,5103,1767
748692773788876800,4569,1471
748575535303884801,6548,2204
748568946752774144,2350,746
748346686624440324,5621,1366
748337862848962560,8272,4566
748324050481647620,3995,844
748307329658011649,3959,792
748220828303695873,15216,8606
747963614829678593,6251,2379
747933425676525569,7144,2816
747885874273214464,3179,1093
747844099428986880,3020,823
747816857231626240,5228,1284
747651430853525504,1488,174
747648653817413632,13890,6447
747600769478692864,2500,602
747594051852075008,3970,1166
747512671126323200,5985,1744
747461612269887489,4163,1144
747439450712596480,5855,2129
747242308580548608,0,3178
747219827526344708,5682,1738
747204161125646336,3644,1010
747103485104099331,10329,4423
746906459439529985,3104,328
746872823977771008,6447,2366
746818907684614144,5693,1893
746790600704425984,5234,1760
746757706116112384,10267,4292
746726898085036033,6495,1972
746542875601690625,5417,2054
746521445350707200,0,1084
746507379341139972,4989,1191
746369468511756288,6501,1811
746131877086527488,7411,2426
746056683365994496,3809,906
745789745784041472,4346,1172
745712589599014916,7490,2560
745433870967832576,7642,2798
745422732645535745,9220,2689
745314880350101504,7692,3055
745074613265149952,8411,3873
745057283344719872,7778,2515
744995568523612160,3209,692
744971049620602880,8456,2962
744709971296780288,6009,1712
744334592493166593,7254,2360
744234799360020481,128386,77425
744223424764059648,1826,411
743980027717509120,4458,1200
743895849529389061,3913,1052
743835915802583040,0,2308
743609206067040256,4813,1512
743595368194129920,19814,7228
743545585370791937,3774,1035
743510151680958465,8470,4065
743253157753532416,4535,1331
743222593470234624,6653,2098
743210557239623680,4115,1503
742534281772302336,7567,3897
742528092657332225,4774,2185
742465774154047488,7784,4257
742423170473463808,10566,4184
742385895052087300,7294,2191
742161199639494656,4655,1510
742150209887731712,5523,1714
741793263812808706,4881,1660
741743634094141440,8758,3035
741438259667034112,3941,917
741303864243200000,9413,3554
741099773336379392,10743,6075
741067306818797568,10115,3402
740995100998766593,6865,3041
740711788199743490,3652,1027
740699697422163968,3037,855
740676976021798912,19441,7482
740373189193256964,37169,14629
740365076218183684,2660,480
740359016048689152,3538,939
740214038584557568,7169,2163
739979191639244800,21387,6511
739932936087216128,4343,1184
739844404073074688,4062,934
739623569819336705,4088,1500
739606147276148736,5774,1817
739544079319588864,42646,23570
739485634323156992,7727,3226
739238157791694849,73393,50922
738891149612572673,115,6
738885046782832640,4034,1248
738883359779196928,3576,890
738537504001953792,5459,1715
738402415918125056,3512,934
738184450748633089,4623,1327
738166403467907072,9422,3740
738156290900254721,2709,725
737826014890496000,5640,1943
737800304142471168,10695,3799
737678689543020544,5402,1467
737445876994609152,11048,4898
737322739594330112,3861,882
737310737551491075,15704,8120
736736130620620800,4621,1912
736392552031657984,19013,8165
736365877722001409,4284,1366
736225175608430592,8704,3032
736010884653420544,8464,3257
735991953473572864,3858,1259
735648611367784448,4302,1198
735635087207878657,6629,2589
